c5_id,input,prediction_strings,results
20000228012609A,"{'doc_key': 'faa/2336_20000228012609A', 'sentences': {0: ['(', '-23', ')', 'local', 'vfr', 'flight', 'from', 'mor', 'to', 'gkt', '.'], 1: ['enroute', 'the', 'engine', 'began', 'to', 'run', 'rough', ',', 'and', 'stopped', 'several', 'times', '.'], 2: ['pilot', 'was']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 1: [11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 2: [24, 25]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (1, 0), 12: (1, 1), 13: (1, 2), 14: (1, 3), 15: (1, 4), 16: (1, 5), 17: (1, 6), 18: (1, 7), 19: (1, 8), 20: (1, 9), 21: (1, 10), 22: (1, 11), 23: (1, 12), 24: (2, 0), 25: (2, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
20000228012609A,"{'doc_key': 'faa/2336_20000228012609A', 'sentences': {0: ['(', '-23', ')', 'local', 'vfr', 'flight', 'from', 'mor', 'to', 'gkt', '.'], 1: ['enroute', 'the', 'engine', 'began', 'to', 'run', 'rough', ',', 'and', 'stopped', 'several', 'times', '.'], 2: ['pilot', 'was']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 1: [11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 2: [24, 25]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (1, 0), 12: (1, 1), 13: (1, 2), 14: (1, 3), 15: (1, 4), 16: (1, 5), 17: (1, 6), 18: (1, 7), 19: (1, 8), 20: (1, 9), 21: (1, 10), 22: (1, 11), 23: (1, 12), 24: (2, 0), 25: (2, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
20000409014929A,"{'doc_key': 'faa/2337_20000409014929A', 'sentences': {0: ['(', '.4', ')', 'following', 'landing', ',', 'and', 'prior', 'to', 'the', 'balloon', 'being', 'secured', 'to', 'the', 'ground', ',', 'the', 'pilot', 'shut', 'down', 'the', 'burner', 'and', 'th']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22), 23: (0, 23), 24: (0, 24)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000328040049A,"{'doc_key': 'faa/2338_20000328040049A', 'sentences': {0: ['(', '.4', ')', 'prior', 'to', 'departure', ',', 'the', 'pilot', 'received', 'a', 'weather', 'briefing', ',', 'which', 'included', 'forecast', 'moderate', 'icing', 'and', 'pilot', 'rep']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000423019639I,"{'doc_key': 'faa/2339_20000423019639I', 'sentences': {0: ['(', '-23', ')', 'pilot', 'failed', 'to', 'remove', 'an', 'engine', 'exhaust', 'plug', 'during', 'his', 'pre-flight', 'due', 'to', 'a', 'distraction', 'from', 'refuelers', '.'], 1: ['durin']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], 1: [21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (1, 0)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'his ## pre-flight due to -> ( -23 ) pilot ## failed to remove ;;'}",his ## pre-flight due to -> ( -23 ) pilot ## failed to remove ;;
20000423019639I,"{'doc_key': 'faa/2339_20000423019639I', 'sentences': {0: ['(', '-23', ')', 'pilot', 'failed', 'to', 'remove', 'an', 'engine', 'exhaust', 'plug', 'during', 'his', 'pre-flight', 'due', 'to', 'a', 'distraction', 'from', 'refuelers', '.'], 1: ['durin']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], 1: [21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (1, 0)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'his ## pre-flight due to -> ( -23 ) pilot ## failed to remove ;;'}",None [+ E]
20000519017729I,"{'doc_key': 'faa/2340_20000519017729I', 'sentences': {0: ['(', '-23', ')', 'after', 'an', 'interview', 'with', 'the', 'first', 'officer', ',', 'it', 'appears', 'that', 'during', 'the', 'passenger', 'briefing', ',', 'the', 'first', 'officer', 'ma']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},"the first officer ## ma ** -> the first officer ## , it appears ;;"
20000420043369A,"{'doc_key': 'faa/2341_20000420043369A', 'sentences': {0: ['(', '-23', ')', 'the', 'accident', 'involved', 'a', 'mooney', ',', 'model', 'm20c', ',', 'registration', 'number', 'n9187v', '.'], 1: ['the', 'aircraft', 'is', 'on', 'a', 'part', '135', 'certifi']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 1: [16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (1, 0), 17: (1, 1), 18: (1, 2), 19: (1, 3), 20: (1, 4), 21: (1, 5), 22: (1, 6), 23: (1, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000420043369A,"{'doc_key': 'faa/2341_20000420043369A', 'sentences': {0: ['(', '-23', ')', 'the', 'accident', 'involved', 'a', 'mooney', ',', 'model', 'm20c', ',', 'registration', 'number', 'n9187v', '.'], 1: ['the', 'aircraft', 'is', 'on', 'a', 'part', '135', 'certifi']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 1: [16, 17, 18, 19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (1, 0), 17: (1, 1), 18: (1, 2), 19: (1, 3), 20: (1, 4), 21: (1, 5), 22: (1, 6), 23: (1, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}","the aircraft ## is on a -> a mooney , model m20c , registration number n9187v ## . | _ ;;"
20000416006799A,"{'doc_key': 'faa/2342_20000416006799A', 'sentences': {0: ['(', '-23', ')', 'pilot', 'neglected', 'to', 'remove', 'the', 'previously', 'attached', 'co-pilot', ""'s"", 'seatbelt', 'from', 'securing', 'the', 'flight', 'controls', '.'], 1: ['it', 'w']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 1: [19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (1, 0), 20: (1, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000416006799A,"{'doc_key': 'faa/2342_20000416006799A', 'sentences': {0: ['(', '-23', ')', 'pilot', 'neglected', 'to', 'remove', 'the', 'previously', 'attached', 'co-pilot', ""'s"", 'seatbelt', 'from', 'securing', 'the', 'flight', 'controls', '.'], 1: ['it', 'w']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 1: [19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (1, 0), 20: (1, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000526035169I,"{'doc_key': 'faa/2343_20000526035169I', 'sentences': {0: ['(', '-23', ')', 'on', 'may', '26', ',', '2000', ',', 'n4628c', 'departed', 'runway', '22', ',', 'culpeper', ',', 'va', '(', 'w49', ')', 'on', 'a', 'personal', 'flight', 'subsequent', 'to', 'maintenance']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22), 23: (0, 23), 24: (0, 24), 25: (0, 25), 26: (0, 26)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000604033149I,"{'doc_key': 'faa/2344_20000604033149I', 'sentences': {0: ['(', '-23', ')', 'pilot', 'taxied', 'aircraft', 'to', 'runway', '31', 'at', 'reading', 'airport', '(', 'rdg', ')', ',', 'reading', ',', 'pa', ',', 'then', 'stopped', 'and', 'set', 'brakes', '.'], 1: ['pilot', 'w']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25], 1: [26, 27]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22), 23: (0, 23), 24: (0, 24), 25: (0, 25), 26: (1, 0), 27: (1, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_'), (27, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000604033149I,"{'doc_key': 'faa/2344_20000604033149I', 'sentences': {0: ['(', '-23', ')', 'pilot', 'taxied', 'aircraft', 'to', 'runway', '31', 'at', 'reading', 'airport', '(', 'rdg', ')', ',', 'reading', ',', 'pa', ',', 'then', 'stopped', 'and', 'set', 'brakes', '.'], 1: ['pilot', 'w']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25], 1: [26, 27]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22), 23: (0, 23), 24: (0, 24), 25: (0, 25), 26: (1, 0), 27: (1, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_'), (27, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",pilot ## w ** -> ( -23 ) pilot ## taxied aircraft to ;;
20000622035789I,"{'doc_key': 'faa/2345_20000622035789I', 'sentences': {0: ['(', '-23', ')', 'on', 'thursday', ',', 'june', ',', '22', ',', '2000', ',', 'continental', 'airlines', 'flight', '1763', 'departed', 'yyz', 'for', 'ewr', 'at', '0957', 'edt', '.'], 1: ['at', 'cruise', 'alti']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 1: [24, 25, 26]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22), 23: (0, 23), 24: (1, 0), 25: (1, 1), 26: (1, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000622035789I,"{'doc_key': 'faa/2345_20000622035789I', 'sentences': {0: ['(', '-23', ')', 'on', 'thursday', ',', 'june', ',', '22', ',', '2000', ',', 'continental', 'airlines', 'flight', '1763', 'departed', 'yyz', 'for', 'ewr', 'at', '0957', 'edt', '.'], 1: ['at', 'cruise', 'alti']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 1: [24, 25, 26]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22), 23: (0, 23), 24: (1, 0), 25: (1, 1), 26: (1, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000524042749A,"{'doc_key': 'faa/2346_20000524042749A', 'sentences': {0: ['(', '-23', ')', 'ken', 'shauman', 'and', 'myself', 'investigated', 'the', 'fatal', 'aircraft', 'accident', '.'], 1: ['from', 'witness', 'reports', 'and', 'site', 'investigation', ':']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 1: [13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (1, 0), 14: (1, 1), 15: (1, 2), 16: (1, 3), 17: (1, 4), 18: (1, 5), 19: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
